entity:ID,name,type,frequency,:LABEL
5354,Otosclerosis,Disease,8,Disease
5355,Lung Abscess,Disease,1,Disease
5356,"Foramen Ovale, Patent",Disease,8,Disease
5357,Alagille Syndrome,Disease,4,Disease
5358,Sprains and Strains,Disease,1,Disease
5359,Cholera,Disease,2,Disease
5360,"Fluorosis, Dental",Disease,5,Disease
5361,"Tachycardia, Paroxysmal",Disease,3,Disease
5362,Drug Hypersensitivity Syndrome,Disease,7,Disease
5363,"Leukomalacia, Periventricular",Disease,1,Disease
5364,Costello Syndrome,Disease,1,Disease
5365,Classical Lissencephalies and Subcortical Band Heterotopias,Disease,8,Disease
5366,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis,Disease,2,Disease
5367,Limbic Encephalitis,Disease,2,Disease
5368,Metabolic Side Effects of Drugs and Substances,Disease,1,Disease
5369,Asymptomatic Infections,Disease,2,Disease
5370,Hemangioendothelioma,Disease,1,Disease
5371,"Aphasia, Conduction",Disease,1,Disease
5372,"Impotence, Vasculogenic",Disease,6,Disease
5373,Leukemic Infiltration,Disease,4,Disease
5374,Eccrine Porocarcinoma,Disease,6,Disease
5375,Sunburn,Disease,4,Disease
5376,Abscess,Disease,7,Disease
5377,Oligospermia,Disease,4,Disease
5378,Hyperlipoproteinemia Type I,Disease,1,Disease
5379,Necrolytic Migratory Erythema,Disease,1,Disease
5380,Cysticercosis,Disease,2,Disease
5381,Foot Diseases,Disease,2,Disease
5382,Prion Diseases,Disease,1,Disease
5383,Collagen Diseases,Disease,7,Disease
5384,Autonomic Nervous System Diseases,Disease,1,Disease
5385,Intestinal Fistula,Disease,1,Disease
5386,"Hernia, Inguinal",Disease,9,Disease
5387,beta-Thalassemia,Disease,3,Disease
5388,Whiplash Injuries,Disease,1,Disease
5389,"Lymphangioma, Cystic",Disease,1,Disease
5390,Scimitar Syndrome,Disease,2,Disease
5391,Aphakia,Disease,6,Disease
5392,Paraneoplastic Endocrine Syndromes,Disease,1,Disease
5393,Down Syndrome,Disease,1,Disease
5394,"Coma, Post-Head Injury",Disease,1,Disease
5395,Uterine Hemorrhage,Disease,6,Disease
5396,Lymphocytic Choriomeningitis,Disease,1,Disease
5397,Aspartylglucosaminuria,Disease,1,Disease
5398,Microsporidiosis,Disease,1,Disease
5399,"Osteoarthritis, Spine",Disease,5,Disease
5400,"Porphyria, Acute Intermittent",Disease,2,Disease
5401,"Dysentery, Bacillary",Disease,1,Disease
5402,Sialadenitis,Disease,8,Disease
5403,Barrett Esophagus,Disease,6,Disease
5404,Growth Hormone-Secreting Pituitary Adenoma,Disease,3,Disease
5405,"Epilepsy, Generalized",Disease,1,Disease
5406,Carcinoid Heart Disease,Disease,2,Disease
5407,Malignant Carcinoid Syndrome,Disease,1,Disease
5408,Enteropathy-Associated T-Cell Lymphoma,Disease,1,Disease
5409,Argyria,Disease,1,Disease
5410,Neuritis,Disease,4,Disease
5411,"Dental Occlusion, Traumatic",Disease,1,Disease
5412,Miosis,Disease,1,Disease
5413,"Cystadenoma, Serous",Disease,1,Disease
5414,"Hearing Loss, Bilateral",Disease,1,Disease
5415,Silicotuberculosis,Disease,2,Disease
5416,Orbital Cellulitis,Disease,4,Disease
5417,"Carcinoma, Adenosquamous",Disease,1,Disease
5418,Bone Marrow Neoplasms,Disease,4,Disease
5419,Sciatic Neuropathy,Disease,4,Disease
5420,Serositis,Disease,5,Disease
5421,"Vasculitis, Leukocytoclastic, Cutaneous",Disease,2,Disease
5422,Waardenburg Syndrome,Disease,1,Disease
5423,Leber Congenital Amaurosis,Disease,3,Disease
5424,Myotonic Disorders,Disease,1,Disease
5425,Bernard-Soulier Syndrome,Disease,1,Disease
5426,Craniofacial Dysostosis,Disease,1,Disease
5427,Steatorrhea,Disease,8,Disease
5428,Homocystinuria,Disease,6,Disease
5429,Epilepsia Partialis Continua,Disease,2,Disease
5430,"Akathisia, Drug-Induced",Disease,11,Disease
5431,Zollinger-Ellison Syndrome,Disease,9,Disease
5432,Gastrinoma,Disease,8,Disease
5433,"Hypertension, Pregnancy-Induced",Disease,1,Disease
5434,Pyoderma,Disease,2,Disease
5435,Hookworm Infections,Disease,1,Disease
5436,Intraoperative Awareness,Disease,2,Disease
5437,Tinea Capitis,Disease,6,Disease
5438,"Glaucoma, Angle-Closure",Disease,2,Disease
5439,Nasal Septal Perforation,Disease,1,Disease
5440,Otitis Externa,Disease,5,Disease
5441,Ciliary Motility Disorders,Disease,3,Disease
5442,Dwarfism,Disease,1,Disease
5443,"Skin Diseases, Papulosquamous",Disease,2,Disease
5444,"Leprosy, Lepromatous",Disease,1,Disease
5445,Escherichia coli Infections,Disease,6,Disease
5446,Leukostasis,Disease,2,Disease
5447,Nerve Compression Syndromes,Disease,2,Disease
5448,Megalencephaly,Disease,2,Disease
5449,Branchio-Oto-Renal Syndrome,Disease,1,Disease
5450,"Hearing Loss, Unilateral",Disease,2,Disease
5451,Mastitis,Disease,3,Disease
5452,"Amino Acid Metabolism, Inborn Errors",Disease,2,Disease
5453,Staphylococcal Scalded Skin Syndrome,Disease,1,Disease
5454,Central Nervous System Venous Angioma,Disease,1,Disease
5455,"Dermatitis, Irritant",Disease,2,Disease
5456,Lymphadenitis,Disease,2,Disease
5457,Fetal Growth Retardation,Disease,5,Disease
5458,Choriocarcinoma,Disease,1,Disease
5459,"Pericarditis, Constrictive",Disease,4,Disease
5460,Urticaria Pigmentosa,Disease,1,Disease
5461,"Hypertrophy, Right Ventricular",Disease,1,Disease
5462,"Paralysis, Obstetric",Disease,3,Disease
5463,Tinea,Disease,1,Disease
5464,"Polychondritis, Relapsing",Disease,3,Disease
5465,Cerebral Ventriculitis,Disease,1,Disease
5466,Brain Abscess,Disease,5,Disease
5467,Pyelitis,Disease,4,Disease
5468,"Endocarditis, Bacterial",Disease,6,Disease
5469,Exostoses,Disease,2,Disease
5470,Vocal Cord Dysfunction,Disease,2,Disease
5471,Nervous System Neoplasms,Disease,1,Disease
5472,Status Asthmaticus,Disease,5,Disease
5473,Cat-Scratch Disease,Disease,4,Disease
5474,Hydronephrosis,Disease,5,Disease
5475,"Leprosy, Tuberculoid",Disease,2,Disease
5476,Chondromalacia Patellae,Disease,3,Disease
5477,Tay-Sachs Disease,Disease,2,Disease
5478,"Goiter, Nodular",Disease,4,Disease
5479,Paratyphoid Fever,Disease,1,Disease
5480,Mesenteric Ischemia,Disease,3,Disease
5481,Massive Hepatic Necrosis,Disease,1,Disease
5482,Lice Infestations,Disease,2,Disease
5483,Sleep-Wake Transition Disorders,Disease,5,Disease
5484,Iliotibial Band Syndrome,Disease,2,Disease
5485,Retroviridae Infections,Disease,1,Disease
5486,Mycosis Fungoides,Disease,1,Disease
5487,Sweet Syndrome,Disease,4,Disease
5488,Smear Layer,Disease,2,Disease
5489,Glossalgia,Disease,1,Disease
5490,Walker-Warburg Syndrome,Disease,12,Disease
5491,Tricuspid Valve Stenosis,Disease,3,Disease
5492,Ebstein Anomaly,Disease,1,Disease
5493,Hermanski-Pudlak Syndrome,Disease,5,Disease
5494,Herpes Zoster Ophthalmicus,Disease,2,Disease
5495,"Muscular Dystrophy, Facioscapulohumeral",Disease,1,Disease
5496,Retinopathy of Prematurity,Disease,4,Disease
5497,Ehrlichiosis,Disease,1,Disease
5498,Hand-Foot Syndrome,Disease,6,Disease
5499,Cerebral Ventricle Neoplasms,Disease,2,Disease
5500,Horner Syndrome,Disease,5,Disease
5501,Retropharyngeal Abscess,Disease,1,Disease
5502,Petrositis,Disease,1,Disease
5503,"Vasculitis, Central Nervous System",Disease,3,Disease
5504,Neuroma,Disease,3,Disease
5505,Neurofibroma,Disease,9,Disease
5506,Gastric Antral Vascular Ectasia,Disease,1,Disease
5507,HIV Wasting Syndrome,Disease,1,Disease
5508,"Histiocytoma, Benign Fibrous",Disease,1,Disease
5509,Ganglioneuroblastoma,Disease,1,Disease
5510,Radiation Injuries,Disease,3,Disease
5511,Retrograde Degeneration,Disease,1,Disease
5512,Nuchal Cord,Disease,3,Disease
5513,"Acidosis, Renal Tubular",Disease,5,Disease
5514,"Aortic Stenosis, Supravalvular",Disease,4,Disease
5515,Wolff-Parkinson-White Syndrome,Disease,9,Disease
5516,Myoglobinuria,Disease,5,Disease
5517,Milk Hypersensitivity,Disease,1,Disease
5518,"Dysentery, Amebic",Disease,12,Disease
5519,"Seizures, Febrile",Disease,4,Disease
5520,Hypokalemic Periodic Paralysis,Disease,3,Disease
5521,Femoral Neoplasms,Disease,4,Disease
5522,"Carcinoma, Mucoepidermoid",Disease,5,Disease
5523,"Carcinoma, Bronchogenic",Disease,2,Disease
5524,Radiodermatitis,Disease,2,Disease
5525,Alcohol Withdrawal Seizures,Disease,15,Disease
5526,Lymphadenopathy,Disease,1,Disease
5527,Neuroectodermal Tumors,Disease,1,Disease
5528,Nicolau Syndrome,Disease,4,Disease
5529,Nesidioblastosis,Disease,1,Disease
5530,Narcotic-Related Disorders,Disease,1,Disease
5531,Multiple Endocrine Neoplasia Type 1,Disease,5,Disease
5532,Inferior Wall Myocardial Infarction,Disease,5,Disease
5533,"Cholestasis, Extrahepatic",Disease,6,Disease
5534,Lennox Gastaut Syndrome,Disease,1,Disease
5535,Iridocyclitis,Disease,1,Disease
5536,Articulation Disorders,Disease,1,Disease
5537,"Urinary Bladder, Underactive",Disease,1,Disease
5538,Alcoholic Korsakoff Syndrome,Disease,2,Disease
5539,"Tuberculosis, Pleural",Disease,1,Disease
5540,Xerophthalmia,Disease,2,Disease
5541,"Nephroma, Mesoblastic",Disease,1,Disease
5542,Nocturnal Paroxysmal Dystonia,Disease,2,Disease
5543,Emergencies,Disease,1,Disease
5544,Ergotism,Disease,1,Disease
5545,Thyroid Crisis,Disease,6,Disease
5546,Athetosis,Disease,2,Disease
5547,Epidural Neoplasms,Disease,2,Disease
5548,Thyroiditis,Disease,1,Disease
5549,Mesonephroma,Disease,2,Disease
5550,Periarthritis,Disease,1,Disease
5551,Dermatomycoses,Disease,1,Disease
5552,Basal Ganglia Hemorrhage,Disease,1,Disease
5553,Korsakoff Syndrome,Disease,5,Disease
5554,Osteosclerosis,Disease,4,Disease
5555,Periodontal Cyst,Disease,1,Disease
5556,Intracranial Hypotension,Disease,1,Disease
5557,Microstomia,Disease,1,Disease
5558,Cicatrix,Disease,1,Disease
5559,Cystadenocarcinoma,Disease,2,Disease
5560,Pasteurella Infections,Disease,1,Disease
5561,Colonic Pseudo-Obstruction,Disease,3,Disease
5562,Sebaceous Gland Neoplasms,Disease,1,Disease
5563,Tricuspid Atresia,Disease,2,Disease
5564,Folic Acid Deficiency,Disease,1,Disease
5565,Pantothenate Kinase-Associated Neurodegeneration,Disease,1,Disease
5566,Duodenitis,Disease,2,Disease
5567,Radiation Pneumonitis,Disease,2,Disease
5568,Leukocyte Disorders,Disease,2,Disease
5569,Syringomyelia,Disease,2,Disease
5570,Neuroschistosomiasis,Disease,3,Disease
5571,"Anemia, Hypochromic",Disease,4,Disease
5572,Endarteritis,Disease,3,Disease
5573,"Leukoedema, Oral",Disease,1,Disease
5574,"Cystadenocarcinoma, Papillary",Disease,1,Disease
5575,Myxoma,Disease,1,Disease
5576,"Dermatitis, Photoallergic",Disease,1,Disease
5577,Pseudolymphoma,Disease,1,Disease
5578,Retroperitoneal Fibrosis,Disease,3,Disease
5579,Eye Hemorrhage,Disease,1,Disease
5580,Vascular Headaches,Disease,5,Disease
5581,Gardner Syndrome,Disease,2,Disease
5582,"Pneumonia, Lipid",Disease,3,Disease
5583,"Bulbar Palsy, Progressive",Disease,7,Disease
5584,"Leukemia, T-Cell",Disease,2,Disease
5585,"Vitreoretinopathy, Proliferative",Disease,5,Disease
5586,Failed Back Surgery Syndrome,Disease,2,Disease
5587,"Lupus Erythematosus, Discoid",Disease,1,Disease
5588,Bell Palsy,Disease,1,Disease
5589,Diabetic Ketoacidosis,Disease,5,Disease
5590,"Meningitis, Listeria",Disease,2,Disease
5591,Condylomata Acuminata,Disease,5,Disease
5592,Hyperphagia,Disease,17,Disease
5593,Lentigo,Disease,2,Disease
5594,Otitis Media,Disease,2,Disease
5595,Anus Neoplasms,Disease,2,Disease
5596,Rett Syndrome,Disease,2,Disease
5597,Kashin-Beck Disease,Disease,2,Disease
5598,"Anemia, Hemolytic, Congenital Nonspherocytic",Disease,1,Disease
5599,"Carcinoma, Giant Cell",Disease,1,Disease
5600,Trophoblastic Neoplasms,Disease,5,Disease
5601,"Leukemia, Monocytic, Acute",Disease,1,Disease
5602,Metaplasia,Disease,3,Disease
5603,Psittacosis,Disease,1,Disease
5604,Reticulocytosis,Disease,2,Disease
5605,Osteitis Fibrosa Cystica,Disease,1,Disease
5606,Vaginal Diseases,Disease,1,Disease
5607,Neurodermatitis,Disease,1,Disease
5608,RGS4,Gene,1,Gene
5609,MIR23A,RNA,1,RNA
5610,SUZ12,Gene,2,Gene
5611,MIR199A2,RNA,1,RNA
5612,TENT4B,Gene,2,Gene
5613,SLBP,Gene,2,Gene
5614,MIR9-3,RNA,1,RNA
5615,MIR378A,RNA,2,RNA
5616,MIR29C,RNA,1,RNA
5617,PVT1,RNA,3,RNA
5618,MIAT,RNA,3,RNA
5619,MIR15B,RNA,2,RNA
5620,MIR19A,RNA,1,RNA
5621,MIR585,RNA,1,RNA
5622,MIR185,RNA,1,RNA
5623,LINC00458,RNA,1,RNA
5624,MIR127,RNA,1,RNA
5625,CERK,Gene,1,Gene
5626,MIR496,RNA,1,RNA
5627,AGL,Gene,2,Gene
5628,Cardenolides,Carbohydrate,1,Carbohydrate
5629,CDK9,Gene,8,Gene
5630,IKBKG,Gene,1,Gene
5631,Digitonin,Carbohydrate,1,Carbohydrate
5632,FN3K,Gene,2,Gene
5633,SIGLEC11,Gene,4,Gene
5634,IPMK,Gene,1,Gene
5635,Phytic Acid,Carbohydrate,4,Carbohydrate
5636,Plicamycin,Carbohydrate,2,Carbohydrate
5637,Saponins,Carbohydrate,7,Carbohydrate
5638,ANXA2,Gene,3,Gene
5639,Maltose,Carbohydrate,3,Carbohydrate
5640,SLC23A2,Gene,1,Gene
5641,PRKCD,Gene,3,Gene
5642,Puromycin,Carbohydrate,2,Carbohydrate
5643,HPRT1,Gene,4,Gene
5644,rs45458701,Mutation,1,Mutation
5645,DNTT,Gene,1,Gene
5646,PTGER1,Gene,2,Gene
5647,"Inositol 1,4,5-Trisphosphate",Carbohydrate,7,Carbohydrate
5648,TPI1,Gene,1,Gene
5649,Butyric Acid,Lipid,3,Lipid
5650,Digitoxin,Carbohydrate,2,Carbohydrate
5651,FPR1,Gene,2,Gene
5652,MVK,Gene,3,Gene
5653,CERT1,Gene,2,Gene
5654,FOXN1,Gene,8,Gene
5655,PLA2G1B,Gene,2,Gene
5656,DBP,Gene,2,Gene
5657,STAR,Gene,2,Gene
5658,MFSD2A,Gene,3,Gene
5659,STARD3,Gene,2,Gene
5660,Plant Oils,Lipid,2,Lipid
5661,IGFBP5,Gene,3,Gene
5662,PNPLA8,Gene,1,Gene
5663,CRYL1,Gene,4,Gene
5664,rs662799,Mutation,4,Mutation
5665,"Hypophosphatemia, Familial",Disease,2,Disease
5666,NPC1L1,Gene,3,Gene
5667,CHRNA3,Gene,4,Gene
5668,ALOX5,Gene,2,Gene
5669,DHCR7,Gene,1,Gene
5670,PPA1,Gene,1,Gene
5671,SCARB1,Gene,2,Gene
5672,DHCR24,Gene,3,Gene
5673,CNDP1,Gene,1,Gene
5674,TKT,Gene,2,Gene
5675,Oxytocin,Peptide,7,Peptide
5676,rs12126655,Mutation,2,Mutation
5677,Parathyroid Hormone,Peptide,4,Peptide
5678,N-Formylmethionine Leucyl-Phenylalanine,Peptide,1,Peptide
5679,UPF1,Gene,1,Gene
5680,SMPD1,Gene,5,Gene
5681,Oligopeptides,Peptide,1,Peptide
5682,TRPV4,Gene,1,Gene
5683,MCOLN1,Gene,1,Gene
5684,CACNA1A,Gene,3,Gene
5685,TRPV2,Gene,4,Gene
5686,IRAK1,Gene,1,Gene
5687,CD86,Gene,1,Gene
5688,TWF1,Gene,1,Gene
5689,Exenatide,Peptide;Toxin,43,Peptide;Toxin
5690,rs60682848,Mutation,1,Mutation
5691,rs1776180,Mutation,2,Mutation
5692,rs1801195,Mutation,3,Mutation
5693,rs1799986,Mutation,5,Mutation
5694,rs763812068,Mutation,1,Mutation
5695,rs2146881,Mutation,1,Mutation
5696,rs11606345,Mutation,2,Mutation
5697,rs1416733,Mutation,2,Mutation
5698,rs1126680,Mutation,1,Mutation
5699,rs748089844,Mutation,1,Mutation
5700,rs10748842,Mutation,4,Mutation
5701,PLCG2,Gene,3,Gene
5702,PTGER2,Gene,3,Gene
5703,rs3134070,Mutation,1,Mutation
5704,SULT1A1,Gene,2,Gene
5705,rs9282861,Mutation,1,Mutation
5706,rs9315202,Mutation,2,Mutation
5707,MRPL38,Gene,1,Gene
5708,rs34136221,Mutation,1,Mutation
5709,rs2054576,Mutation,2,Mutation
5710,KDM1A,Gene,4,Gene
5711,rs7548692,Mutation,1,Mutation
5712,rs387907272,Mutation,4,Mutation
5713,rs75527207,Mutation,2,Mutation
5714,rs6902875,Mutation,1,Mutation
5715,rs730882262,Mutation,1,Mutation
5716,rs2603462,Mutation,1,Mutation
5717,ELOVL4,Gene,2,Gene
5718,rs2421947,Mutation,1,Mutation
5719,rs2887399,Mutation,1,Mutation
5720,SUCNR1,Gene,1,Gene
5721,rs13079080,Mutation,1,Mutation
5722,rs2069827,Mutation,1,Mutation
5723,COL15A1,Gene,7,Gene
5724,rs4142986,Mutation,4,Mutation
5725,rs34410987,Mutation,1,Mutation
5726,rs73598374,Mutation,3,Mutation
5727,rs80356717,Mutation,1,Mutation
5728,rs9923231,Mutation,1,Mutation
5729,rs79907212,Mutation,1,Mutation
5730,HRG,Gene,2,Gene
5731,rs9898,Mutation,2,Mutation
5732,rs1041981,Mutation,2,Mutation
5733,DSG1,Gene,1,Gene
5734,rs2199301,Mutation,1,Mutation
5735,rs59267781,Mutation,2,Mutation
5736,rs1262893315,Mutation,1,Mutation
5737,PYCR1,Gene,2,Gene
5738,rs758601634,Mutation,1,Mutation
5739,rs267607613,Mutation,1,Mutation
5740,rs1709183,Mutation,1,Mutation
5741,rs956572,Mutation,2,Mutation
5742,rs2430561,Mutation,3,Mutation
5743,rs62543565,Mutation,1,Mutation
5744,rs978739,Mutation,1,Mutation
5745,TAS2R16,Gene,1,Gene
5746,rs3824968,Mutation,2,Mutation
5747,rs6265,Mutation,3,Mutation
5748,rs2071403,Mutation,2,Mutation
5749,TPO,Gene,3,Gene
5750,rs5742904,Mutation,2,Mutation
5751,rs6994992,Mutation,1,Mutation
5752,NRG1,Gene,4,Gene
5753,rs2333227,Mutation,2,Mutation
5754,rs1800790,Mutation,1,Mutation
5755,rs2070106,Mutation,1,Mutation
5756,rs121434568,Mutation,1,Mutation
5757,rs4845625,Mutation,2,Mutation
5758,rs4611994,Mutation,4,Mutation
5759,rs1800947,Mutation,2,Mutation
5760,rs833069,Mutation,1,Mutation
5761,rs53576,Mutation,1,Mutation
5762,rs9621532,Mutation,1,Mutation
5763,rs9625132,Mutation,1,Mutation
5764,rs4702,Mutation,1,Mutation
5765,SDC4,Gene,2,Gene
5766,rs1981429,Mutation,4,Mutation
5767,rs3803304,Mutation,1,Mutation
5768,rs11769597,Mutation,1,Mutation
5769,rs185847354,Mutation,1,Mutation
5770,rs9224,Mutation,2,Mutation
5771,rs3197999,Mutation,1,Mutation
5772,rs550942,Mutation,2,Mutation
5773,rs1046896,Mutation,2,Mutation
5774,FN3KRP,Gene,2,Gene
5775,rs22538787,Mutation,2,Mutation
5776,rs2217332,Mutation,2,Mutation
5777,ADAMTS14,Gene,2,Gene
5778,rs4747096,Mutation,3,Mutation
5779,rs2300403,Mutation,3,Mutation
5780,rs56984562,Mutation,1,Mutation
5781,rs226794,Mutation,1,Mutation
5782,rs5744256,Mutation,2,Mutation
5783,rs800292,Mutation,1,Mutation
5784,rs12409277,Mutation,1,Mutation
5785,PRDM16,Gene,1,Gene
5786,rs3754032,Mutation,3,Mutation
5787,WDR77,Gene,3,Gene
5788,SLC19A1,Gene,3,Gene
5789,rs1051266,Mutation,1,Mutation
5790,rs5918,Mutation,2,Mutation
5791,rs914246,Mutation,1,Mutation
5792,PEAR1,Gene,1,Gene
5793,rs2687201,Mutation,3,Mutation
5794,rs577912,Mutation,1,Mutation
5795,HOXB13,Gene,2,Gene
5796,rs7529229,Mutation,2,Mutation
5797,RHEB,Gene,2,Gene
5798,UNC5B,Gene,1,Gene
5799,COL4A3,Gene,5,Gene
5800,PRELP,Gene,1,Gene
5801,NNMT,Gene,3,Gene
5802,NEDD8,Gene,1,Gene
5803,VNN1,Gene,1,Gene
5804,CA3,Gene,1,Gene
5805,HAPLN1,Gene,2,Gene
5806,APOL1,Gene,2,Gene
5807,BTK,Gene,5,Gene
5808,SYNM,Gene,4,Gene
5809,KCNQ4,Gene,2,Gene
5810,MYH9,Gene,1,Gene
5811,RPS14,Gene,1,Gene
5812,PLS1,Gene,2,Gene
5813,EIF4E,Gene,1,Gene
5814,NSD1,Gene,1,Gene
5815,P4HA1,Gene,5,Gene
5816,KISS1,Gene,3,Gene
5817,TACR1,Gene,1,Gene
5818,TAX1BP1,Gene,2,Gene
5819,MADCAM1,Gene,1,Gene
5820,CD9,Gene,3,Gene
5821,PDP1,Gene,1,Gene
5822,SLC25A24,Gene,1,Gene
5823,SLC22A2,Gene,1,Gene
5824,LPAR3,Gene,2,Gene
5825,AICDA,Gene,4,Gene
5826,SRSF3,Gene,2,Gene
5827,PRDX4,Gene,2,Gene
5828,XRCC5,Gene,1,Gene
5829,S100A4,Gene,2,Gene
5830,NPPC,Gene,3,Gene
5831,PKP2,Gene,1,Gene
5832,HOXB7,Gene,2,Gene
5833,PZP,Gene,2,Gene
5834,ATG16L1,Gene,6,Gene
5835,RNF4,Gene,1,Gene
5836,TNFRSF21,Gene,2,Gene
5837,LGMN,Gene,1,Gene
5838,CHMP1B,Gene,1,Gene
5839,"Ophthalmoplegia, Chronic Progressive External",Disease,1,Disease
5840,SLC39A2,Gene,1,Gene
5841,STIP1,Gene,1,Gene
5842,CTSC,Gene,3,Gene
5843,SLC11A2,Gene,1,Gene
5844,DCX,Gene,1,Gene
5845,SUN1,Gene,1,Gene
5846,CPLANE1,Gene,4,Gene
5847,FAAH,Gene,2,Gene
5848,RPP30,Gene,1,Gene
5849,OPRD1,Gene,2,Gene
5850,CRELD2,Gene,1,Gene
5851,PTPN5,Gene,2,Gene
5852,APBB2,Gene,1,Gene
5853,TIMM13,Gene,1,Gene
5854,MBD2,Gene,2,Gene
5855,XPO1,Gene,1,Gene
5856,CXCL11,Gene,2,Gene
5857,TAC3,Gene,3,Gene
5858,CSF3,Gene,5,Gene
5859,GLRX3,Gene,1,Gene
5860,CHST6,Gene,1,Gene
5861,"Neuroectodermal Tumor, Melanotic",Disease,1,Disease
5862,IBA57,Gene,2,Gene
5863,COMP,Gene,2,Gene
5864,PRDM8,Gene,2,Gene
5865,MAD1L1,Gene,2,Gene
5866,CNBP,Gene,2,Gene
5867,ATP7A,Gene,3,Gene
5868,CHGA,Gene,3,Gene
5869,TRAF3,Gene,2,Gene
5870,DRD4,Gene,1,Gene
5871,NEBL,Gene,1,Gene
5872,SLC22A4,Gene,2,Gene
5873,"Neoplasm Recurrence, Local",Disease,1,Disease
5874,AMIGO1,Gene,1,Gene
5875,SPRY1,Gene,1,Gene
5876,NTS,Gene,1,Gene
5877,SETX,Gene,2,Gene
5878,PAEP,Gene,1,Gene
5879,MACF1,Gene,3,Gene
5880,SEPSECS,Gene,2,Gene
5881,PIK3R2,Gene,2,Gene
5882,FZD5,Gene,1,Gene
5883,FOXR1,Gene,1,Gene
5884,PPIP5K2,Gene,1,Gene
5885,PLS3,Gene,1,Gene
5886,XRCC3,Gene,1,Gene
5887,PNMA2,Gene,1,Gene
5888,Adenoviridae Infections,Disease,1,Disease
5889,PNPT1,Gene,1,Gene
5890,TSHR,Gene,1,Gene
5891,CALB2,Gene,1,Gene
5892,DIAPH2,Gene,2,Gene
5893,RAN,Gene,4,Gene
5894,CYGB,Gene,1,Gene
5895,MANF,Gene,1,Gene
5896,KNDC1,Gene,1,Gene
5897,WDR45,Gene,1,Gene
5898,CNOT3,Gene,1,Gene
5899,SERPINE2,Gene,1,Gene
5900,UBQLNL,Gene,2,Gene
5901,Familial Hypophosphatemic Rickets,Disease,2,Disease
5902,TSG101,Gene,4,Gene
5903,NCOA3,Gene,2,Gene
5904,GRIA1,Gene,1,Gene
5905,ACSL4,Gene,1,Gene
5906,PI4K2A,Gene,1,Gene
5907,IL22,Gene,1,Gene
5908,NELFCD,Gene,3,Gene
5909,PKM,Gene,2,Gene
5910,ABCA4,Gene,1,Gene
5911,SEMA3A,Gene,2,Gene
5912,SUGT1,Gene,1,Gene
5913,"Myositis, Inclusion Body",Disease,1,Disease
5914,IFIT1,Gene,1,Gene
5915,MPLKIP,Gene,1,Gene
5916,BMP5,Gene,1,Gene
5917,"T-Lymphocytopenia, Idiopathic CD4-Positive",Disease,1,Disease
5918,KCNH3,Gene,1,Gene
5919,TGM1,Gene,10,Gene
5920,AOC3,Gene,1,Gene
5921,DENND1A,Gene,3,Gene
5922,CIZ1,Gene,1,Gene
5923,SUPV3L1,Gene,4,Gene
5924,RHCG,Gene,3,Gene
5925,SBSN,Gene,5,Gene
5926,PATZ1,Gene,1,Gene
5927,HTR6,Gene,1,Gene
5928,TRA2B,Gene,1,Gene
5929,CCR3,Gene,1,Gene
5930,Lentivirus Infections,Disease,2,Disease
5931,VPS35,Gene,2,Gene
5932,ZMAT3,Gene,1,Gene
5933,CARS1,Gene,1,Gene
5934,GGCX,Gene,3,Gene
5935,BIRC5,Gene,3,Gene
5936,ANK3,Gene,1,Gene
5937,DSC2,Gene,2,Gene
5938,CDR2,Gene,1,Gene
5939,RAE1,Gene,2,Gene
5940,HK1,Gene,4,Gene
5941,MX2,Gene,2,Gene
5942,CISH,Gene,1,Gene
5943,MS4A4A,Gene,2,Gene
5944,CRISP1,Gene,1,Gene
5945,DICER1,Gene,4,Gene
5946,PDE1A,Gene,2,Gene
5947,NAP1L1,Gene,1,Gene
5948,S100A12,Gene,1,Gene
5949,MMP28,Gene,1,Gene
5950,CD302,Gene,2,Gene
5951,LGALS1,Gene,1,Gene
5952,ST8SIA2,Gene,1,Gene
5953,ALAS2,Gene,1,Gene
5954,CREM,Gene,1,Gene
5955,HABP2,Gene,1,Gene
5956,STAG3,Gene,3,Gene
5957,EGR2,Gene,4,Gene
5958,ACMSD,Gene,1,Gene
5959,PWWP3A,Gene,1,Gene
5960,PATE1,Gene,2,Gene
5961,MAGT1,Gene,2,Gene
5962,MAGEA3,Gene,1,Gene
5963,S100A10,Gene,1,Gene
5964,DBI,Gene,1,Gene
5965,JPH3,Gene,2,Gene
5966,CD22,Gene,2,Gene
5967,VASP,Gene,4,Gene
5968,MLXIP,Gene,1,Gene
5969,TAF1,Gene,1,Gene
5970,SCGB3A2,Gene,1,Gene
5971,"Leukemia, Biphenotypic, Acute",Disease,1,Disease
5972,PCK2,Gene,1,Gene
5973,SLC1A5,Gene,1,Gene
5974,HSH2D,Gene,2,Gene
5975,HPCA,Gene,1,Gene
5976,CHMP4B,Gene,1,Gene
5977,NGB,Gene,1,Gene
5978,P2RY11,Gene,1,Gene
5979,ECSIT,Gene,3,Gene
5980,TWSG1,Gene,1,Gene
5981,HSPA12A,Gene,1,Gene
5982,TREX1,Gene,1,Gene
5983,AIFM2,Gene,1,Gene
5984,BMP15,Gene,1,Gene
5985,HDC,Gene,2,Gene
5986,FKBP4,Gene,1,Gene
5987,FAHD1,Gene,1,Gene
5988,FECH,Gene,1,Gene
5989,FMN2,Gene,1,Gene
